Season,Track,Track_Type,Total_Entries,Races_At_Track,Avg_Laps,Min_Laps,Max_Laps,Lead_Lap_Finishers,Different_Winners
2013,New Hampshire Motor Speedway,intermediate,86,2,277.40697674418607,75.0,302.0,54,2
1953,Bloomsburg Fairgrounds,short,21,1,200.0,200.0,200.0,1,1
1988,Darlington Raceway,intermediate,81,2,284.7037037037037,4.0,367.0,8,2
2024,New Hampshire Motor Speedway,intermediate,36,1,295.8611111111111,142.0,305.0,29,1
2005,Daytona International Speedway,intermediate,86,2,160.87209302325581,14.0,203.0,49,2
1955,Bay Meadows Race Track,intermediate,34,1,200.55882352941177,8.0,252.0,1,1
1985,Dover International Speedway,intermediate,71,2,346.3521126760563,1.0,500.0,3,2
2001,Charlotte Motor Speedway,intermediate,86,2,330.51162790697674,11.0,400.0,29,2
2003,New Hampshire Motor Speedway,intermediate,86,2,281.4651162790698,43.0,300.0,37,1
1953,Daytona Beach & Road Course,road course,57,1,26.649122807017545,2.0,39.0,5,1
2015,Martinsville Speedway,short,86,2,474.6511627906977,177.0,500.0,42,2
1958,Old Bridge Stadium,short,27,1,153.62962962962962,8.0,187.0,1,1
1964,Augusta International Raceway,road course,36,1,75.77777777777777,2.0,139.0,1,1
2003,Watkins Glen International,road course,43,1,86.3953488372093,1.0,90.0,32,1
1959,Daytona International Speedway,intermediate,134,3,86.71641791044776,1.0,200.0,8,3
1971,North Wilkesboro Speedway,intermediate,61,2,258.4590163934426,0.0,400.0,4,2
1973,Riverside International Raceway,road course,80,2,104.6625,1.0,191.0,3,2
1950,Darlington Raceway,intermediate,75,1,306.5733333333333,24.0,400.0,1,1
1960,Rambi Race Track,short,17,1,162.64705882352942,55.0,200.0,2,1
1973,Darlington Raceway,intermediate,81,2,230.98765432098764,0.0,367.0,3,2
2001,Dover International Speedway,intermediate,86,2,348.2325581395349,2.0,400.0,27,2
1958,Greenville-Pickens Speedway,short,19,1,157.68421052631578,81.0,200.0,1,1
1954,Santa Fe Speedway,short,23,1,159.52173913043478,18.0,200.0,3,1
1982,Dover International Speedway,intermediate,67,2,344.14925373134326,1.0,500.0,5,2
1989,Watkins Glen International,road course,40,1,71.65,3.0,90.0,19,1
1970,Thompson Speedway,speedway,30,1,147.73333333333332,5.0,200.0,2,1
1997,Michigan International Speedway,intermediate,86,2,187.74418604651163,1.0,200.0,35,2
2012,Atlanta Motor Speedway,intermediate,43,1,277.0,22.0,327.0,19,1
2025,Phoenix Raceway,intermediate,75,2,287.2266666666667,98.0,319.0,51,2
1990,Richmond Raceway,intermediate,72,2,342.9861111111111,12.0,400.0,17,2
1959,Southern States Fairgrounds,short,89,3,142.51685393258427,1.0,200.0,10,3
1964,Daytona International Speedway,intermediate,126,4,74.68253968253968,0.0,200.0,20,4
1982,Darlington Raceway,intermediate,77,2,257.8181818181818,3.0,367.0,8,2
1982,Martinsville Speedway,short,62,2,324.14516129032256,14.0,500.0,4,2
2011,Texas Motor Speedway,intermediate,86,2,288.13953488372096,10.0,334.0,31,2
2010,Pocono Raceway,intermediate,86,2,169.17441860465115,11.0,204.0,52,2
1960,South Boston Speedway,short,15,1,131.0,22.0,150.0,1,1
1985,Riverside International Raceway,road course,83,2,85.02409638554217,3.0,119.0,17,2
2006,Indianapolis Motor Speedway,intermediate,43,1,150.5581395348837,3.0,160.0,35,1
1972,Texas World Speedway,intermediate,88,2,185.02272727272728,1.0,250.0,4,2
1950,Langhorne Speedway,intermediate,76,2,115.36666666666666,26.0,200.0,3,2
1999,Sonoma Raceway,road course,43,1,105.3953488372093,3.0,112.0,28,1
1963,Old Dominion Speedway,short,16,1,265.3125,97.0,300.0,1,1
2006,Darlington Raceway,intermediate,43,1,345.48837209302326,11.0,367.0,14,1
2022,Homestead-Miami Speedway,intermediate,36,1,262.6111111111111,160.0,267.0,23,1
1963,Hickory Speedway,short,47,2,156.5531914893617,1.0,250.0,2,1
1969,Columbia Speedway,short,48,2,136.0625,1.0,200.0,4,1
1954,Martinsville Speedway,short,68,2,133.1764705882353,9.0,200.0,3,2
2023,Homestead-Miami Speedway,intermediate,36,1,254.80555555555554,165.0,267.0,23,1
1998,Pocono Raceway,intermediate,86,2,177.97674418604652,5.0,200.0,39,2
1966,Dog Track Speedway,short,25,1,186.68,4.0,301.0,1,1
1995,Dover International Speedway,intermediate,82,2,411.5,2.0,500.0,11,2
2003,Richmond Raceway,intermediate,86,2,367.06976744186045,42.0,400.0,39,2
1977,Riverside International Raceway,road course,70,2,75.11428571428571,0.0,119.0,5,2
2002,Richmond Raceway,intermediate,86,2,349.30232558139534,8.0,400.0,23,2
1956,Darlington Raceway,intermediate,70,1,246.81428571428572,12.0,364.0,1,1
1963,Richmond Raceway,short,51,2,202.98039215686273,8.0,300.0,2,2
2009,Auto Club Speedway,intermediate,86,2,224.8953488372093,11.0,250.0,36,2
1971,Atlanta Motor Speedway,intermediate,80,2,235.75,7.0,328.0,4,2
2015,Texas Motor Speedway,intermediate,86,2,312.30232558139534,13.0,334.0,44,1
2014,New Hampshire Motor Speedway,intermediate,86,2,283.7906976744186,6.0,305.0,52,2
1960,Bowman Gray Stadium,short,50,3,159.92,1.0,200.0,5,1
2022,Richmond Raceway,intermediate,73,2,384.8767123287671,96.0,400.0,27,2
1951,Monroe County Fairgrounds,short,24,1,167.0,101.0,200.0,2,1
2000,Michigan International Speedway,intermediate,86,2,180.77906976744185,5.0,200.0,37,2
2019,Darlington Raceway,intermediate,39,1,353.12820512820514,194.0,367.0,12,1
1955,Speedway Park,short,19,1,138.47368421052633,9.0,200.0,3,1
2025,Texas Motor Speedway,intermediate,38,1,246.02631578947367,73.0,271.0,23,1
2021,Darlington Raceway,intermediate,74,2,298.6081081081081,5.0,367.0,24,2
1990,Dover International Speedway,intermediate,76,2,393.69736842105266,6.0,500.0,13,2
1965,Watkins Glen International,road course,20,1,39.0,0.0,66.0,2,1
2018,Richmond Raceway,intermediate,78,2,393.79487179487177,188.0,402.0,36,1
1954,Wilson Speedway,short,16,1,166.25,23.0,200.0,1,1
2017,Talladega Superspeedway,superspeedway,80,2,169.6875,16.0,191.0,36,2
2011,Daytona International Speedway,intermediate,86,2,157.56976744186048,1.0,208.0,45,2
2010,Chicagoland Speedway,intermediate,43,1,232.58139534883722,20.0,267.0,17,1
1990,Darlington Raceway,intermediate,80,2,276.225,9.0,367.0,17,1
2009,Pocono Raceway,intermediate,86,2,175.25581395348837,13.0,200.0,59,2
1968,Riverside International Raceway,road course,44,1,84.52272727272727,0.0,186.0,3,1
1996,Talladega Superspeedway,superspeedway,85,2,140.8235294117647,16.0,188.0,32,2
1970,South Boston Speedway,short,24,1,188.58333333333334,3.0,281.0,2,1
1969,Bristol Motor Speedway,short,62,2,291.8709677419355,2.0,500.0,2,2
1953,Martinsville Speedway,short,61,2,137.34375,0.0,200.0,4,2
1983,Talladega Superspeedway,superspeedway,81,2,121.8641975308642,1.0,188.0,13,2
1970,Riverside International Raceway,road course,84,2,95.8452380952381,1.0,193.0,4,2
1987,Richmond Raceway,speedway,62,2,313.8225806451613,12.0,400.0,10,1
1957,Capitol Speedway,short,31,1,135.16129032258064,23.0,199.0,1,1
1951,Thompson Speedway,short,38,1,165.33333333333334,97.0,200.0,1,1
1986,Charlotte Motor Speedway,intermediate,83,2,288.65060240963857,5.0,400.0,8,1
1982,Talladega Superspeedway,superspeedway,80,2,132.15,1.0,188.0,15,1
2001,Watkins Glen International,road course,43,1,83.79069767441861,14.0,90.0,29,1
1992,Daytona International Speedway,intermediate,82,2,151.609756097561,7.0,200.0,17,2
2020,Charlotte Motor Speedway Road Course,road course,38,1,107.07894736842105,57.0,109.0,32,1
2019,Kansas Speedway,intermediate,80,2,263.2125,72.0,277.0,35,2
2017,Watkins Glen International,road course,37,1,87.21621621621621,22.0,90.0,29,1
1992,Charlotte Motor Speedway,intermediate,82,2,302.2926829268293,8.0,400.0,15,2
1963,Occoneechee Speedway,intermediate,47,2,100.80851063829788,4.0,167.0,4,2
1987,Martinsville Speedway,short,62,2,379.48387096774195,21.0,500.0,7,2
1955,Fonda Speedway,short,19,1,127.78947368421052,15.0,200.0,1,1
1989,Martinsville Speedway,short,64,2,429.984375,44.0,500.0,10,1
1993,Charlotte Motor Speedway,intermediate,83,2,324.5301204819277,5.0,400.0,15,2
2010,Martinsville Speedway,short,86,2,442.6860465116279,19.0,508.0,35,1
2019,Auto Club Speedway,intermediate,38,1,195.23684210526315,130.0,200.0,21,1
2010,Sonoma Raceway,road course,43,1,103.34883720930233,65.0,110.0,32,1
1987,Riverside International Raceway,road course,83,2,85.51807228915662,5.0,119.0,22,2
1957,Piedmont Interstate Fairgrounds,short,42,2,147.73809523809524,0.0,200.0,7,2
2009,Talladega Superspeedway,superspeedway,86,2,165.37209302325581,4.0,191.0,49,2
1964,North Wilkesboro Speedway,intermediate,63,2,243.14285714285714,0.0,400.0,4,2
1980,North Wilkesboro Speedway,intermediate,61,2,310.327868852459,2.0,400.0,4,2
1993,Richmond Raceway,intermediate,72,2,354.77777777777777,54.0,400.0,19,2
2014,Michigan International Speedway,intermediate,86,2,190.2093023255814,23.0,200.0,38,2
1991,Pocono Raceway,intermediate,77,2,150.71428571428572,2.0,200.0,27,2
1965,Old Dominion Speedway,short,54,2,302.44444444444446,11.0,400.0,3,2
1952,Dayton Speedway,short,45,2,202.24444444444444,1.0,300.0,3,1
2022,Daytona International Speedway,intermediate,77,2,158.57142857142858,14.0,201.0,25,2
2024,Charlotte Motor Speedway Road Course,road course,38,1,100.05263157894737,3.0,109.0,30,1
1949,Heidelberg Raceway,short,23,1,136.0,0.0,200.0,1,1
1991,Darlington Raceway,intermediate,78,2,303.3974358974359,10.0,367.0,6,2
2022,Martinsville Speedway,short,72,2,434.3611111111111,132.0,500.0,37,2
1990,Atlanta Motor Speedway,intermediate,81,2,276.7037037037037,4.0,328.0,11,2
1996,North Wilkesboro Speedway,intermediate,74,2,394.68918918918916,355.0,400.0,16,2
1956,Bay Meadows Race Track,intermediate,37,1,182.48648648648648,9.0,241.0,2,1
2008,Pocono Raceway,intermediate,86,2,191.1627906976744,24.0,200.0,62,2
1975,Ontario Motor Speedway,intermediate,40,1,117.725,2.0,200.0,3,1
1956,Lincoln Speedway,short,17,1,132.11764705882354,34.0,200.0,3,1
1960,Martinsville Speedway,short,69,2,347.8550724637681,0.0,500.0,4,2
1959,Bowman Gray Stadium,short,72,3,166.5,11.0,200.0,7,2
2003,Phoenix Raceway,intermediate,43,1,285.7906976744186,32.0,312.0,29,1
1979,Rockingham Speedway,intermediate,72,2,327.31944444444446,1.0,492.0,4,2
1962,Greenville-Pickens Speedway,short,40,2,134.7,15.0,200.0,4,2
1966,Old Dominion Speedway,short,24,1,246.54166666666666,28.0,400.0,1,1
1955,North Carolina State Fairgrounds,short,27,1,124.11111111111111,0.0,172.0,1,1
2022,Sonoma Raceway,road course,36,1,106.52777777777777,9.0,110.0,31,1
1989,Michigan International Speedway,intermediate,80,2,177.825,2.0,200.0,19,2
2006,New Hampshire Motor Speedway,intermediate,86,2,285.5581395348837,2.0,308.0,46,2
1968,North Wilkesboro Speedway,intermediate,65,2,280.96923076923076,1.0,400.0,2,2
1979,Charlotte Motor Speedway,intermediate,81,2,258.95061728395063,0.0,400.0,4,2
2019,Pocono Raceway,intermediate,75,2,153.08,28.0,163.0,46,2
1988,Phoenix Raceway,intermediate,43,1,254.2093023255814,13.0,312.0,5,1
2013,Pocono Raceway,intermediate,86,2,137.54651162790697,8.0,160.0,57,2
1966,Smokey Mountain Raceway,short,55,2,145.74545454545455,6.0,200.0,3,2
1992,North Wilkesboro Speedway,intermediate,64,2,383.484375,35.0,400.0,15,2
1962,Savannah Speedway,short,37,2,154.9189189189189,6.0,200.0,5,2
2007,Homestead-Miami Speedway,intermediate,43,1,253.8372093023256,73.0,267.0,16,1
2015,Kansas Speedway,intermediate,86,2,256.54651162790697,125.0,269.0,33,2
1951,Arizona State Fairgrounds,intermediate,30,1,74.33333333333333,2.0,150.0,1,1
2012,New Hampshire Motor Speedway,intermediate,86,2,245.8953488372093,4.0,301.0,38,2
2020,Indianapolis Motor Speedway,intermediate,40,1,130.0,14.0,161.0,19,1
1957,Santa Clara Fairgrounds,short,22,1,92.4090909090909,21.0,116.0,2,1
1985,Charlotte Motor Speedway,intermediate,84,2,266.76190476190476,8.0,400.0,6,2
2024,Michigan International Speedway,intermediate,36,1,192.16666666666666,114.0,206.0,24,1
2025,Atlanta Motor Speedway,intermediate,39,1,245.3846153846154,149.0,266.0,24,1
2001,Richmond Raceway,intermediate,86,2,366.33720930232556,99.0,400.0,32,2
1973,Talladega Superspeedway,superspeedway,110,2,104.68181818181819,1.0,188.0,4,2
1957,Newberry Speedway,short,23,1,165.2173913043478,74.0,200.0,1,1
2002,Martinsville Speedway,short,86,2,476.24418604651163,9.0,500.0,34,2
1956,Monroe County Fairgrounds,short,21,1,135.28571428571428,25.0,200.0,1,1
1964,Savannah Speedway,short,48,3,141.875,0.0,200.0,3,3
1963,South Boston Speedway,short,38,2,279.57894736842104,0.0,400.0,2,1
1961,Piedmont Interstate Fairgrounds,short,39,2,129.28205128205127,1.0,200.0,2,2
1963,North Wilkesboro Speedway,intermediate,59,2,248.05084745762713,4.0,400.0,3,2
2017,Bristol Motor Speedway,short,79,2,466.0632911392405,53.0,500.0,30,2
1953,Louisiana Fairgrounds,short,19,1,200.0,200.0,200.0,1,1
1971,Charlotte Motor Speedway,intermediate,82,2,236.9512195121951,10.0,400.0,7,1
1986,North Wilkesboro Speedway,intermediate,60,2,347.71666666666664,9.0,400.0,14,2
1953,Raleigh Speedway,intermediate,49,1,219.10204081632654,9.0,300.0,1,1
2013,Sonoma Raceway,road course,43,1,100.46511627906976,0.0,110.0,34,1
1950,Martinsville Speedway,short,46,2,127.23913043478261,14.0,200.0,2,2
1979,Richmond Raceway,speedway,56,2,339.73214285714283,2.0,400.0,4,2
1964,Martinsville Speedway,short,78,2,309.1794871794872,0.0,500.0,4,1
2015,Darlington Raceway,intermediate,43,1,342.93023255813955,5.0,367.0,28,1
1956,Langhorne Speedway,intermediate,85,2,132.0705882352941,2.0,300.0,2,2
1967,New Asheville Speedway,short,18,1,183.22222222222223,5.0,300.0,2,1
2003,Daytona International Speedway,intermediate,86,2,127.25581395348837,56.0,160.0,56,2
1967,Beltsville Speedway,short,46,2,167.58695652173913,1.0,300.0,4,2
1965,Beltsville Speedway,short,21,1,98.33333333333333,0.0,200.0,1,1
2006,Auto Club Speedway,intermediate,86,2,247.41860465116278,193.0,251.0,37,2
2021,Atlanta Motor Speedway,intermediate,76,2,284.8157894736842,113.0,325.0,32,2
1953,Wilson Speedway,short,39,2,200.0,200.0,200.0,2,2
1965,North Wilkesboro Speedway,intermediate,69,2,246.4927536231884,5.0,400.0,3,1
1984,Rockingham Speedway,intermediate,76,2,363.2368421052632,0.0,492.0,7,2
1955,Montgomery Motor Speedway,short,39,2,152.71794871794873,0.0,200.0,2,1
1953,Rapid Valley Speedway,short,15,1,117.0,34.0,200.0,1,1
1995,Phoenix Raceway,intermediate,44,1,277.04545454545456,19.0,312.0,17,1
2009,Martinsville Speedway,short,86,2,437.4767441860465,3.0,501.0,39,2
2003,Homestead-Miami Speedway,intermediate,43,1,229.13953488372093,28.0,267.0,21,1
2025,Las Vegas Motor Speedway,intermediate,74,2,257.7837837837838,70.0,267.0,51,2
2003,Atlanta Motor Speedway,intermediate,86,2,289.22093023255815,18.0,325.0,23,2
1955,Forsyth County Fairgrounds,short,45,2,138.82222222222222,10.0,200.0,4,1
1961,Richmond Raceway,short,12,1,166.5,123.0,200.0,1,1
2001,Bristol Motor Speedway,short,86,2,432.6860465116279,67.0,500.0,40,2
1962,Martinsville Speedway,short,69,2,333.768115942029,1.0,500.0,3,2
1994,New Hampshire Motor Speedway,intermediate,42,1,270.1904761904762,100.0,300.0,18,1
1954,Linden Airport,road course,43,1,38.83720930232558,6.0,50.0,2,1
1974,Pocono Raceway,intermediate,35,1,127.14285714285714,2.0,192.0,4,1
1969,Texas World Speedway,intermediate,38,1,159.60526315789474,2.0,250.0,1,1
1971,Charlotte Speedway,speedway,30,1,321.5,2.0,500.0,1,1
1956,Portland Speedway,short,79,4,175.26582278481013,6.0,250.0,9,4
1998,Atlanta Motor Speedway,intermediate,86,2,251.0,12.0,325.0,40,2
2018,Martinsville Speedway,short,78,2,483.6666666666667,211.0,500.0,34,2
1964,Lincoln Speedway,short,21,1,113.04761904761905,2.0,200.0,2,1
1985,Michigan International Speedway,intermediate,77,2,164.2207792207792,1.0,200.0,10,1
2008,Martinsville Speedway,short,86,2,483.9418604651163,115.0,504.0,30,2
1951,Carrell Speedway,short,71,3,139.125,2.0,200.0,4,3
2022,Charlotte Motor Speedway Road Course,road course,39,1,107.92307692307692,17.0,112.0,27,1
1995,Watkins Glen International,road course,40,1,78.2,20.0,90.0,18,1
1968,Beltsville Speedway,short,46,2,204.2826086956522,3.0,300.0,3,2
1968,Columbia Speedway,short,47,2,150.36170212765958,42.0,200.0,5,2
1949,Daytona Beach & Road Course,road course,28,1,40.0,40.0,40.0,5,1
1967,Birmingham International Raceway,intermediate,18,1,146.16666666666666,122.0,160.0,3,1
1956,Oklahoma State Fairgrounds,short,12,1,154.58333333333334,10.0,200.0,2,1
2017,Kansas Speedway,intermediate,80,2,247.6,35.0,267.0,47,1
2002,Dover International Speedway,intermediate,86,2,366.8837209302326,26.0,400.0,25,1
2017,Martinsville Speedway,short,78,2,473.87179487179486,94.0,505.0,43,2
1997,Bristol Motor Speedway,short,85,2,442.81176470588235,91.0,500.0,23,2
1953,Lincoln City Fairgrounds,short,18,1,200.0,200.0,200.0,2,1
2022,Watkins Glen International,road course,39,1,84.2051282051282,15.0,90.0,31,1
2007,Bristol Motor Speedway,short,86,2,471.72093023255815,21.0,504.0,35,2
1962,Concord Speedway,short,66,3,104.43939393939394,1.0,200.0,6,2
1994,Phoenix Raceway,intermediate,43,1,269.3255813953488,31.0,312.0,3,1
1963,Bowman Gray Stadium,short,57,3,141.59649122807016,1.0,200.0,4,3
1971,Islip Speedway,short,33,1,120.0909090909091,0.0,230.0,1,1
1959,Ascot Stadium,short,33,1,338.75757575757575,36.0,487.0,2,1
1969,Greenville-Pickens Speedway,short,49,2,144.28571428571428,1.0,200.0,4,1
1989,Richmond Raceway,intermediate,72,2,300.9861111111111,1.0,400.0,7,1
1969,North Carolina State Fairgrounds,short,24,1,104.75,2.0,200.0,1,1
1981,Riverside International Raceway,road course,112,3,80.16964285714286,0.0,119.0,21,2
1987,Atlanta Motor Speedway,intermediate,83,2,240.97590361445782,3.0,328.0,8,2
1963,Augusta International Speedway,short,15,1,101.26666666666667,71.0,112.0,2,1
2002,Watkins Glen International,road course,43,1,84.4186046511628,35.0,90.0,31,1
2018,Kentucky Speedway,intermediate,39,1,257.0769230769231,108.0,267.0,21,1
1965,Piedmont Interstate Fairgrounds,short,34,2,118.6470588235294,2.0,200.0,2,1
1965,Old Bridge Stadium,short,20,1,156.05,18.0,200.0,1,1
1971,Greenville-Pickens Speedway,short,55,2,136.56363636363636,1.0,200.0,2,2
1980,Bristol Motor Speedway,short,62,2,410.5967741935484,2.0,500.0,6,2
2000,Martinsville Speedway,short,86,2,465.30232558139534,61.0,500.0,29,2
1987,Charlotte Motor Speedway,intermediate,84,2,241.21428571428572,19.0,400.0,4,2
2011,Chicagoland Speedway,intermediate,43,1,237.09302325581396,25.0,267.0,20,1
1990,Watkins Glen International,road course,40,1,73.275,14.0,90.0,15,1
1958,Buffalo Civic Stadium,short,19,1,88.78947368421052,4.0,100.0,3,1
1963,Charlotte Motor Speedway,intermediate,84,2,214.85714285714286,2.0,400.0,5,2
1980,Michigan International Speedway,intermediate,74,2,168.85135135135135,4.0,200.0,10,2
1958,Reading Fairgrounds,short,30,1,139.96666666666667,11.0,200.0,2,1
2019,Michigan International Speedway,intermediate,74,2,195.66216216216216,69.0,203.0,49,2
1959,Darlington Raceway,intermediate,50,1,215.92,2.0,364.0,1,1
2018,Charlotte Motor Speedway,intermediate,40,1,368.275,83.0,400.0,9,1
2021,Bristol Motor Speedway,short,38,1,465.5,177.0,500.0,19,1
1950,Vernon Fairgrounds,short,52,2,199.2,198.0,200.0,3,2
1996,Dover International Speedway,intermediate,83,2,437.3614457831325,3.0,500.0,16,1
2023,Martinsville Speedway,short,72,2,434.30555555555554,147.0,500.0,36,2
1995,North Wilkesboro Speedway,intermediate,72,2,391.15277777777777,226.0,400.0,12,2
1985,Richmond Raceway,speedway,60,2,336.81666666666666,7.0,400.0,10,2
2004,Richmond Raceway,intermediate,86,2,354.6046511627907,9.0,400.0,23,2
1998,Indianapolis Motor Speedway,intermediate,43,1,148.37209302325581,65.0,160.0,24,1
1957,Darlington Raceway,intermediate,50,1,205.44,3.0,364.0,1,1
1965,Rockingham Speedway,intermediate,43,1,285.83720930232556,0.0,500.0,2,1
1961,Marchbanks Speedway,intermediate,36,1,112.61111111111111,6.0,178.0,1,1
2006,Bristol Motor Speedway,short,86,2,465.06976744186045,7.0,500.0,35,2
1958,Martinsville Speedway,short,87,2,298.735632183908,0.0,500.0,4,2
1954,Southern States Fairgrounds,short,47,2,142.7872340425532,4.0,200.0,2,2
1956,Arizona State Fairgrounds,intermediate,30,1,118.6,33.0,150.0,3,1
1951,Pine Grove Speedway,short,20,1,200.0,200.0,200.0,1,1
1977,Rockingham Speedway,intermediate,72,2,336.8333333333333,21.0,492.0,5,2
1952,Hayloft Speedway,short,14,1,125.42857142857143,11.0,154.0,2,1
2014,Martinsville Speedway,short,86,2,471.7674418604651,25.0,500.0,47,2
1979,Pocono Raceway,intermediate,39,1,144.3846153846154,1.0,200.0,8,1
2005,New Hampshire Motor Speedway,intermediate,86,2,269.30232558139534,8.0,300.0,40,2
2004,Atlanta Motor Speedway,intermediate,86,2,288.59302325581393,6.0,325.0,20,2
1950,Canfield Fairgrounds,short,29,1,139.68965517241378,0.0,200.0,1,1
1960,Arizona State Fairgrounds,intermediate,19,1,71.10526315789474,1.0,100.0,2,1
1962,Huntsville Speedway,short,16,1,161.9375,2.0,200.0,1,1
1951,Ft. Miami Speedway,short,33,1,113.0,28.0,200.0,1,1
1957,Lancaster Speedway,short,36,2,156.22222222222223,3.0,200.0,4,2
2005,Atlanta Motor Speedway,intermediate,86,2,289.5348837209302,0.0,325.0,33,1
1968,Daytona International Speedway,intermediate,87,2,117.67816091954023,0.0,200.0,5,1
1965,Bowman Gray Stadium,short,41,2,142.70731707317074,0.0,250.0,2,1
1966,Rockingham Speedway,intermediate,88,2,294.57954545454544,0.0,500.0,3,2
2018,Auto Club Speedway,intermediate,37,1,195.64864864864865,108.0,200.0,10,1
2016,Dover International Speedway,intermediate,80,2,371.725,116.0,400.0,20,2
2000,Auto Club Speedway,intermediate,43,1,238.72093023255815,94.0,250.0,20,1
1963,Bridgehampton Race Circuit,road course,17,1,32.64705882352941,24.0,35.0,7,1
1953,Powell Motor Speedway,short,27,1,125.03703703703704,7.0,200.0,2,1
1954,Grand River Speedrome,short,25,1,138.48,34.0,200.0,2,1
1969,Middle Georgia Raceway,speedway,29,1,346.48275862068965,64.0,500.0,3,1
1977,Michigan International Speedway,intermediate,72,2,154.90277777777777,1.0,200.0,9,2
1972,Bristol Motor Speedway,short,60,2,338.03333333333336,16.0,500.0,2,1
2024,Las Vegas Motor Speedway,intermediate,74,2,252.54054054054055,27.0,267.0,52,2
1952,Asheville-Weaverville Speedway,short,19,1,141.73684210526315,1.0,200.0,1,1
1965,Valdosta 75 Speedway,short,21,1,131.76190476190476,1.0,200.0,1,1
2024,Daytona International Speedway,intermediate,80,2,163.3625,5.0,200.0,40,2
2014,Chicagoland Speedway,intermediate,43,1,254.95348837209303,13.0,267.0,19,1
2004,Texas Motor Speedway,intermediate,43,1,294.8139534883721,5.0,334.0,11,1
2011,Kentucky Speedway,intermediate,43,1,227.65116279069767,17.0,267.0,23,1
2015,Auto Club Speedway,intermediate,43,1,207.06976744186048,155.0,209.0,32,1
1959,Concord Speedway,short,53,2,184.96226415094338,2.0,300.0,2,2
1986,Atlanta Motor Speedway,intermediate,84,2,267.67857142857144,33.0,328.0,8,2
1958,Daytona Beach & Road Course,road course,49,1,26.040816326530614,0.0,39.0,4,1
1997,Martinsville Speedway,short,84,2,463.7142857142857,145.0,500.0,30,2
1957,Columbia Speedway,short,40,2,146.025,0.0,200.0,4,2
1998,Las Vegas Motor Speedway,intermediate,43,1,257.8139534883721,150.0,267.0,10,1
2016,Atlanta Motor Speedway,intermediate,39,1,326.53846153846155,312.0,330.0,12,1
1999,Atlanta Motor Speedway,intermediate,86,2,287.9651162790698,42.0,325.0,24,2
1976,Dover International Speedway,intermediate,76,2,368.5921052631579,2.0,500.0,4,2
1956,Raleigh Speedway,intermediate,36,1,167.47222222222223,9.0,250.0,1,1
2000,Texas Motor Speedway,intermediate,43,1,299.1162790697674,110.0,334.0,14,1
2004,New Hampshire Motor Speedway,intermediate,86,2,267.3953488372093,17.0,300.0,45,1
2021,Homestead-Miami Speedway,intermediate,38,1,250.92105263157896,21.0,267.0,25,1
1990,Phoenix Raceway,intermediate,43,1,266.25581395348837,47.0,312.0,13,1
2016,Chicagoland Speedway,intermediate,40,1,267.55,254.0,270.0,17,1
2025,Sonoma Raceway,road course,37,1,109.48648648648648,99.0,110.0,33,1
1954,Carrell Speedway,intermediate,32,1,371.1875,11.0,496.0,1,1
1956,Concord Speedway,short,30,1,130.23333333333332,17.0,200.0,2,1
1976,Darlington Raceway,intermediate,76,2,258.9605263157895,3.0,367.0,6,1
1951,Marchbanks Speedway,short,24,1,200.0,200.0,200.0,1,1
2005,Indianapolis Motor Speedway,intermediate,43,1,150.2325581395349,62.0,160.0,31,1
2008,Indianapolis Motor Speedway,intermediate,43,1,153.41860465116278,91.0,160.0,36,1
2014,Sonoma Raceway,road course,43,1,106.11627906976744,29.0,110.0,30,1
1960,Charlotte Motor Speedway,intermediate,110,2,194.4909090909091,0.0,400.0,2,2
1957,Concord Speedway,short,71,3,138.45070422535213,6.0,200.0,8,3
1956,Richmond Raceway,short,24,1,141.375,2.0,200.0,1,1
1956,California State Fairgrounds,intermediate,21,1,79.38095238095238,0.0,100.0,4,1
2014,Las Vegas Motor Speedway,intermediate,43,1,259.5348837209302,141.0,267.0,18,1
2012,Michigan International Speedway,intermediate,86,2,157.69767441860466,7.0,201.0,34,2
2009,Richmond Raceway,intermediate,86,2,362.36046511627904,8.0,400.0,53,2
1951,Darlington Raceway,intermediate,82,1,293.6341463414634,12.0,400.0,1,1
1966,Riverside International Raceway,road course,44,1,104.6590909090909,1.0,185.0,2,1
1969,Trenton Speedway,intermediate,37,1,114.97297297297297,1.0,200.0,1,1
1963,Daytona International Speedway,intermediate,147,4,78.7687074829932,1.0,200.0,17,4
1983,Martinsville Speedway,short,61,2,387.344262295082,3.0,500.0,8,2
1958,McCormick Field,short,15,1,127.06666666666666,16.0,150.0,3,1
1971,Texas World Speedway,intermediate,49,1,154.6734693877551,1.0,250.0,2,1
2016,Pocono Raceway,intermediate,80,2,139.4625,29.0,160.0,52,2
1966,Augusta International Speedway,short,30,1,234.4,14.0,300.0,3,1
2006,Talladega Superspeedway,superspeedway,86,2,161.30232558139534,8.0,188.0,44,2
1976,Bristol Motor Speedway,short,60,2,281.1166666666667,5.0,400.0,2,1
1974,Ontario Motor Speedway,intermediate,40,1,130.625,2.0,200.0,3,1
2017,Homestead-Miami Speedway,intermediate,39,1,244.30769230769232,4.0,267.0,12,1
1964,Valdosta 75 Speedway,short,23,1,139.91304347826087,8.0,200.0,2,1
2022,Darlington Raceway,intermediate,72,2,303.7638888888889,112.0,367.0,38,2
1982,Bristol Motor Speedway,short,60,2,399.3833333333333,2.0,500.0,6,1
